Item name, prob, Mean Value (Train), Mean Value (Valid), 
尿素氮, 0.9973, 
血清尿酸, 0.0306, 
肌酐, 0.0070, 
平均红细胞血红蛋白浓度, 0.0065, 
丙氨酸氨基转移酶, 0.0063, 
尿酮体试验, 0.0061, 
低密度脂蛋白胆固醇, 0.0060, 
血红蛋白测定, 0.0060, 
尿胆原定性试验, 0.0059, 
尿蛋白定性试验, 0.0059, 
总胆红素, 0.0059, 
血浆凝血酶原时间测定, 0.0059, 
直接胆红素, 0.0058, 
钙, 0.0058, 
尿白细胞, 0.0058, 
粪便白细胞, 0.0057, 
平均红细胞血红蛋白量, 0.0057, 
尿白细胞检查(镜检）, 0.0057, 
血浆纤维蛋白原测定, 0.0057, 
中性粒细胞百分比, 0.0057, 
肌钙蛋白T, 0.0056, 
镁, 0.0056, 
隐血检查, 0.0056, 
尿70%红细胞前向散射光所在位置, 0.0056, 
嗜酸粒细胞直接计数, 0.0055, 
乙型肝炎病毒E抗体（发光法）, 0.0055, 
粪便虫卵, 0.0055, 
尿液小圆上皮细胞, 0.0055, 
尿白细胞检查, 0.0055, 
血小板计数, 0.0055, 
γ-谷氨酰基转移酶, 0.0055, 
尿红细胞前向散射光分布宽度, 0.0054, 
红细胞计数, 0.0054, 
淋巴细胞, 0.0054, 
嗜酸性粒细胞, 0.0054, 
尿液酸碱度测定, 0.0054, 
乙型肝炎病毒表面抗体（发光法）, 0.0054, 
总胆汁酸, 0.0053, 
平均红细胞体积, 0.0053, 
粪便红细胞, 0.0053, 
红细胞体积分布宽度测定CV, 0.0053, 
钾, 0.0053, 
血培养(需氧菌)+鉴定+药敏, 0.0053, 
单核细胞, 0.0053, 
凝血酶时间测定, 0.0052, 
尿红细胞, 0.0052, 
红细胞比积测定, 0.0052, 
肌酸激酶同工酶U/L, 0.0052, 
尿上皮细胞检查(镜检）, 0.0052, 
天冬氨酸氨基转移酶, 0.0052, 
尿液亚硝酸盐试验, 0.0052, 
乙型肝炎病毒核心抗体（发光法）, 0.0051, 
碱性磷酸酶, 0.0051, 
RH血型正定型（D抗原）, 0.0051, 
嗜碱性粒细胞, 0.0051, 
尿液管型(镜检), 0.0051, 
氯化物, 0.0051, 
平均血小板体积测定, 0.0051, 
高密度脂蛋白胆固醇, 0.0051, 
不规则抗体筛查, 0.0050, 
尿胆红素定性试验, 0.0050, 
二氧化碳, 0.0050, 
总蛋白, 0.0050, 
尿糖定性试验, 0.0050, 
国际标准化比值, 0.0049, 
乳酸脱氢酶, 0.0049, 
尿红细胞检查, 0.0049, 
甘油三酯, 0.0049, 
ABO血型鉴定, 0.0049, 
白细胞计数, 0.0049, 
乙型肝炎病毒E抗原, 0.0049, 
血浆D-二聚体测定, 0.0049, 
无机磷, 0.0049, 
C-反应蛋白测定, 0.0048, 
葡萄糖, 0.0048, 
尿液电导率, 0.0048, 
尿液结晶, 0.0048, 
血清白蛋白, 0.0047, 
尿酵母细胞, 0.0047, 
尿红细胞检查(镜检）, 0.0047, 
尿上皮细胞, 0.0046, 
钠, 0.0046, 
总胆固醇, 0.0046, 
血浆凝血酶原活动度测定, 0.0044, 
肌酸激酶同工酶ng/ml, 0.0044, 
尿比重测定, 0.0041, 
肌酸激酶, 0.0029, 
